video_id,class_indx,label,gt_class_indx,gt_label
nine_hour_left_062,1,вынужденная,1,вынужденная
nine_hour_left_063,1,вынужденная,1,вынужденная
nine_hour_left_064,1,вынужденная,1,вынужденная
nine_hour_left_065,1,вынужденная,1,вынужденная
nine_hour_left_066,1,вынужденная,1,вынужденная
nine_hour_left_067,1,вынужденная,1,вынужденная
nine_hour_left_068,1,вынужденная,1,вынужденная
nine_hour_left_069,1,вынужденная,1,вынужденная
nine_hour_left_070,1,вынужденная,1,вынужденная
nine_hour_left_071,1,вынужденная,1,вынужденная
nine_hour_left_072,1,вынужденная,1,вынужденная
nine_hour_left_073,1,вынужденная,1,вынужденная
nine_hour_left_074,1,вынужденная,1,вынужденная
nine_hour_left_075,1,вынужденная,1,вынужденная
nine_hour_left_076,1,вынужденная,1,вынужденная
nine_hour_left_077,1,вынужденная,1,вынужденная
nine_hour_left_078,1,вынужденная,1,вынужденная
nine_hour_left_079,1,вынужденная,1,вынужденная
nine_hour_left_080,1,вынужденная,1,вынужденная
nine_hour_left_081,1,вынужденная,1,вынужденная
nine_hour_left_082,1,вынужденная,1,вынужденная
nine_hour_left_083,1,вынужденная,1,вынужденная
nine_hour_left_084,1,вынужденная,1,вынужденная
nine_hour_left_085,1,вынужденная,1,вынужденная
nine_hour_left_086,1,вынужденная,1,вынужденная
nine_hour_left_087,1,вынужденная,1,вынужденная
nine_hour_left_088,1,вынужденная,1,вынужденная
nine_hour_left_089,1,вынужденная,1,вынужденная
nine_hour_left_090,1,вынужденная,1,вынужденная
nine_hour_left_091,1,вынужденная,1,вынужденная
nine_hour_left_092,1,вынужденная,1,вынужденная
nine_hour_left_093,1,вынужденная,1,вынужденная
nine_hour_left_094,1,вынужденная,1,вынужденная
nine_hour_left_095,1,вынужденная,1,вынужденная
nine_hour_left_096,1,вынужденная,1,вынужденная
nine_hour_left_097,1,вынужденная,1,вынужденная
nine_hour_left_098,1,вынужденная,1,вынужденная
nine_hour_left_099,1,вынужденная,1,вынужденная
nine_hour_left_100,1,вынужденная,1,вынужденная
nine_hour_left_101,1,вынужденная,1,вынужденная
nine_hour_left_102,1,вынужденная,1,вынужденная
nine_hour_left_103,1,вынужденная,1,вынужденная
nine_hour_left_104,1,вынужденная,1,вынужденная
nine_hour_left_105,1,вынужденная,1,вынужденная
nine_hour_left_106,1,вынужденная,1,вынужденная
nine_hour_left_107,1,вынужденная,1,вынужденная
nine_hour_left_108,1,вынужденная,1,вынужденная
nine_hour_left_109,1,вынужденная,1,вынужденная
nine_hour_left_110,1,вынужденная,1,вынужденная
nine_hour_left_111,1,вынужденная,1,вынужденная
nine_hour_left_112,1,вынужденная,1,вынужденная
nine_hour_left_113,1,вынужденная,1,вынужденная
nine_hour_left_114,1,вынужденная,1,вынужденная
nine_hour_left_115,1,вынужденная,1,вынужденная
nine_hour_left_116,1,вынужденная,1,вынужденная
nine_hour_left_117,1,вынужденная,1,вынужденная
nine_hour_left_118,1,вынужденная,1,вынужденная
nine_hour_left_119,1,вынужденная,1,вынужденная
nine_hour_left_120,2,сварка,2,сварка
nine_hour_left_121,2,сварка,2,сварка
nine_hour_left_122,2,сварка,2,сварка
nine_hour_left_123,2,сварка,2,сварка
nine_hour_left_124,2,сварка,2,сварка
nine_hour_left_125,2,сварка,2,сварка
nine_hour_left_126,2,сварка,2,сварка
nine_hour_left_127,2,сварка,2,сварка
nine_hour_left_128,2,сварка,2,сварка
nine_hour_left_129,2,сварка,2,сварка
nine_hour_left_130,2,сварка,2,сварка
nine_hour_left_131,2,сварка,2,сварка
nine_hour_left_132,2,сварка,2,сварка
nine_hour_left_133,2,сварка,2,сварка
nine_hour_left_134,2,сварка,2,сварка
nine_hour_left_135,1,вынужденная,2,сварка
nine_hour_left_136,1,вынужденная,2,сварка
nine_hour_left_137,1,вынужденная,2,сварка
nine_hour_left_138,1,вынужденная,2,сварка
nine_hour_left_139,2,сварка,2,сварка
nine_hour_left_140,2,сварка,2,сварка
nine_hour_left_141,2,сварка,2,сварка
nine_hour_left_142,2,сварка,2,сварка
nine_hour_left_143,2,сварка,2,сварка
nine_hour_left_144,1,вынужденная,2,сварка
nine_hour_left_145,1,вынужденная,2,сварка
nine_hour_left_146,1,вынужденная,2,сварка
nine_hour_left_147,1,вынужденная,2,сварка
nine_hour_left_148,1,вынужденная,2,сварка
nine_hour_left_149,1,вынужденная,2,сварка
nine_hour_left_150,2,сварка,2,сварка
nine_hour_left_151,2,сварка,2,сварка
nine_hour_left_152,2,сварка,2,сварка
nine_hour_left_153,2,сварка,2,сварка
nine_hour_left_154,2,сварка,2,сварка
nine_hour_left_155,2,сварка,2,сварка
nine_hour_left_156,2,сварка,2,сварка
nine_hour_left_157,2,сварка,2,сварка
nine_hour_left_158,2,сварка,2,сварка
nine_hour_left_159,2,сварка,2,сварка
nine_hour_left_160,2,сварка,2,сварка
nine_hour_left_161,2,сварка,2,сварка
nine_hour_left_162,2,сварка,2,сварка
nine_hour_left_163,2,сварка,2,сварка
nine_hour_left_164,2,сварка,2,сварка
nine_hour_left_165,2,сварка,2,сварка
nine_hour_left_166,2,сварка,2,сварка
nine_hour_left_167,2,сварка,2,сварка
nine_hour_left_168,2,сварка,2,сварка
nine_hour_left_169,2,сварка,2,сварка
nine_hour_left_170,2,сварка,2,сварка
nine_hour_left_171,2,сварка,2,сварка
nine_hour_left_172,2,сварка,2,сварка
nine_hour_left_173,1,вынужденная,2,сварка
nine_hour_left_174,1,вынужденная,2,сварка
nine_hour_left_175,1,вынужденная,2,сварка
nine_hour_left_176,1,вынужденная,2,сварка
nine_hour_left_177,1,вынужденная,2,сварка
nine_hour_left_178,1,вынужденная,2,сварка
nine_hour_left_179,2,сварка,2,сварка
nine_hour_left_180,2,сварка,2,сварка
nine_hour_left_181,2,сварка,2,сварка
nine_hour_left_182,2,сварка,2,сварка
nine_hour_left_183,2,сварка,2,сварка
nine_hour_left_184,2,сварка,2,сварка
nine_hour_left_185,2,сварка,2,сварка
nine_hour_left_186,2,сварка,2,сварка
nine_hour_left_187,2,сварка,2,сварка
nine_hour_left_188,2,сварка,2,сварка
nine_hour_left_189,2,сварка,2,сварка
nine_hour_left_190,2,сварка,2,сварка
nine_hour_left_191,2,сварка,2,сварка
nine_hour_left_192,2,сварка,2,сварка
nine_hour_left_193,2,сварка,2,сварка
nine_hour_left_194,2,сварка,2,сварка
nine_hour_left_195,2,сварка,2,сварка
nine_hour_left_196,2,сварка,2,сварка
nine_hour_left_197,2,сварка,2,сварка
nine_hour_left_198,2,сварка,2,сварка
nine_hour_left_199,2,сварка,2,сварка
nine_hour_left_200,2,сварка,2,сварка
nine_hour_left_201,2,сварка,2,сварка
nine_hour_left_202,1,вынужденная,2,сварка
nine_hour_left_203,1,вынужденная,2,сварка
nine_hour_left_204,1,вынужденная,2,сварка
nine_hour_left_205,1,вынужденная,2,сварка
nine_hour_left_206,2,сварка,2,сварка
nine_hour_left_207,2,сварка,2,сварка
nine_hour_left_208,2,сварка,2,сварка
nine_hour_left_209,2,сварка,2,сварка
nine_hour_left_210,2,сварка,2,сварка
nine_hour_left_211,2,сварка,2,сварка
nine_hour_left_212,2,сварка,2,сварка
nine_hour_left_213,2,сварка,2,сварка
nine_hour_left_214,2,сварка,2,сварка
nine_hour_left_215,2,сварка,2,сварка
nine_hour_left_216,2,сварка,2,сварка
nine_hour_left_217,2,сварка,2,сварка
nine_hour_left_218,2,сварка,2,сварка
nine_hour_left_219,2,сварка,2,сварка
nine_hour_left_220,2,сварка,2,сварка
nine_hour_left_221,2,сварка,2,сварка
nine_hour_left_222,2,сварка,2,сварка
nine_hour_left_223,2,сварка,2,сварка
nine_hour_left_224,2,сварка,2,сварка
nine_hour_left_225,2,сварка,2,сварка
nine_hour_left_226,1,вынужденная,2,сварка
nine_hour_left_227,1,вынужденная,2,сварка
nine_hour_left_228,1,вынужденная,2,сварка
nine_hour_left_229,1,вынужденная,2,сварка
nine_hour_left_230,1,вынужденная,2,сварка
nine_hour_left_231,1,вынужденная,2,сварка
nine_hour_left_232,1,вынужденная,2,сварка
nine_hour_left_233,2,сварка,2,сварка
nine_hour_left_234,2,сварка,2,сварка
nine_hour_left_235,2,сварка,2,сварка
nine_hour_left_236,2,сварка,2,сварка
nine_hour_left_237,2,сварка,2,сварка
nine_hour_left_238,2,сварка,2,сварка
nine_hour_left_239,2,сварка,2,сварка
nine_hour_left_240,2,сварка,2,сварка
nine_hour_left_241,2,сварка,2,сварка
nine_hour_left_242,2,сварка,2,сварка
nine_hour_left_243,2,сварка,2,сварка
nine_hour_left_244,2,сварка,2,сварка
nine_hour_left_245,2,сварка,2,сварка
nine_hour_left_246,2,сварка,2,сварка
nine_hour_left_247,2,сварка,2,сварка
nine_hour_left_248,2,сварка,2,сварка
nine_hour_left_249,2,сварка,2,сварка
nine_hour_left_250,2,сварка,2,сварка
nine_hour_left_251,2,сварка,2,сварка
nine_hour_left_252,2,сварка,2,сварка
nine_hour_left_253,2,сварка,2,сварка
nine_hour_left_254,1,вынужденная,1,вынужденная
nine_hour_left_255,1,вынужденная,1,вынужденная
nine_hour_left_256,1,вынужденная,1,вынужденная
nine_hour_left_257,1,вынужденная,1,вынужденная
nine_hour_left_258,1,вынужденная,1,вынужденная
nine_hour_left_259,1,вынужденная,1,вынужденная
nine_hour_left_260,1,вынужденная,1,вынужденная
nine_hour_left_261,1,вынужденная,1,вынужденная
nine_hour_left_262,1,вынужденная,1,вынужденная
nine_hour_left_263,1,вынужденная,1,вынужденная
nine_hour_left_264,1,вынужденная,1,вынужденная
nine_hour_left_265,1,вынужденная,1,вынужденная
nine_hour_left_266,1,вынужденная,1,вынужденная
nine_hour_left_267,1,вынужденная,1,вынужденная
nine_hour_left_268,1,вынужденная,1,вынужденная
nine_hour_left_269,0,простой,1,вынужденная
nine_hour_left_270,0,простой,1,вынужденная
nine_hour_left_271,0,простой,1,вынужденная
nine_hour_left_272,0,простой,1,вынужденная
nine_hour_left_273,0,простой,1,вынужденная
nine_hour_left_274,0,простой,1,вынужденная
nine_hour_left_275,0,простой,1,вынужденная
nine_hour_left_276,0,простой,1,вынужденная
nine_hour_left_277,0,простой,1,вынужденная
nine_hour_left_278,0,простой,1,вынужденная
nine_hour_left_279,0,простой,1,вынужденная
nine_hour_left_280,0,простой,1,вынужденная
nine_hour_left_281,0,простой,1,вынужденная
nine_hour_left_282,0,простой,1,вынужденная
nine_hour_left_283,0,простой,1,вынужденная
nine_hour_left_284,0,простой,1,вынужденная
nine_hour_left_285,1,вынужденная,1,вынужденная
nine_hour_left_286,0,простой,1,вынужденная
nine_hour_left_287,0,простой,1,вынужденная
nine_hour_left_288,0,простой,1,вынужденная
nine_hour_left_289,0,простой,1,вынужденная
nine_hour_left_290,1,вынужденная,1,вынужденная
nine_hour_left_291,0,простой,1,вынужденная
nine_hour_left_292,1,вынужденная,1,вынужденная
nine_hour_left_293,1,вынужденная,1,вынужденная
nine_hour_left_294,1,вынужденная,1,вынужденная
nine_hour_left_295,1,вынужденная,1,вынужденная
nine_hour_left_296,1,вынужденная,1,вынужденная
nine_hour_left_297,1,вынужденная,1,вынужденная
nine_hour_left_298,1,вынужденная,1,вынужденная
nine_hour_left_299,1,вынужденная,1,вынужденная
nine_hour_left_300,1,вынужденная,1,вынужденная
nine_hour_left_301,1,вынужденная,1,вынужденная
nine_hour_left_302,1,вынужденная,1,вынужденная
nine_hour_left_303,1,вынужденная,1,вынужденная
nine_hour_left_304,1,вынужденная,1,вынужденная
nine_hour_left_305,1,вынужденная,1,вынужденная
nine_hour_left_306,1,вынужденная,1,вынужденная
nine_hour_left_307,1,вынужденная,1,вынужденная
nine_hour_left_308,1,вынужденная,1,вынужденная
nine_hour_left_309,1,вынужденная,1,вынужденная
nine_hour_left_310,1,вынужденная,1,вынужденная
nine_hour_left_311,1,вынужденная,1,вынужденная
nine_hour_left_312,2,сварка,1,вынужденная
nine_hour_left_313,2,сварка,1,вынужденная
nine_hour_left_314,2,сварка,2,сварка
nine_hour_left_315,2,сварка,2,сварка
nine_hour_left_316,2,сварка,2,сварка
nine_hour_left_317,2,сварка,2,сварка
nine_hour_left_318,2,сварка,2,сварка
nine_hour_left_319,2,сварка,2,сварка
nine_hour_left_320,2,сварка,2,сварка
nine_hour_left_321,2,сварка,2,сварка
nine_hour_left_322,2,сварка,2,сварка
nine_hour_left_323,2,сварка,2,сварка
nine_hour_left_324,2,сварка,2,сварка
nine_hour_left_325,2,сварка,2,сварка
nine_hour_left_326,2,сварка,2,сварка
nine_hour_left_327,2,сварка,2,сварка
nine_hour_left_328,2,сварка,2,сварка
nine_hour_left_329,2,сварка,2,сварка
nine_hour_left_330,2,сварка,2,сварка
nine_hour_left_331,2,сварка,2,сварка
nine_hour_left_332,2,сварка,2,сварка
nine_hour_left_333,1,вынужденная,2,сварка
nine_hour_left_334,1,вынужденная,2,сварка
nine_hour_left_335,1,вынужденная,1,вынужденная
nine_hour_left_336,1,вынужденная,1,вынужденная
nine_hour_left_337,1,вынужденная,1,вынужденная
nine_hour_left_338,1,вынужденная,1,вынужденная
nine_hour_left_339,1,вынужденная,1,вынужденная
nine_hour_left_340,1,вынужденная,1,вынужденная
nine_hour_left_341,1,вынужденная,1,вынужденная
nine_hour_left_342,1,вынужденная,1,вынужденная
nine_hour_left_343,1,вынужденная,1,вынужденная
nine_hour_left_344,1,вынужденная,1,вынужденная
nine_hour_left_345,1,вынужденная,1,вынужденная
nine_hour_left_346,1,вынужденная,1,вынужденная
nine_hour_left_347,1,вынужденная,1,вынужденная
nine_hour_left_348,1,вынужденная,1,вынужденная
nine_hour_left_349,1,вынужденная,1,вынужденная
nine_hour_left_350,1,вынужденная,1,вынужденная
nine_hour_left_351,1,вынужденная,1,вынужденная
nine_hour_left_352,1,вынужденная,1,вынужденная
nine_hour_left_353,1,вынужденная,1,вынужденная
nine_hour_left_354,1,вынужденная,1,вынужденная
nine_hour_left_355,1,вынужденная,1,вынужденная
nine_hour_left_356,1,вынужденная,1,вынужденная
nine_hour_left_357,1,вынужденная,1,вынужденная
nine_hour_left_358,1,вынужденная,1,вынужденная
nine_hour_left_359,1,вынужденная,1,вынужденная
nine_hour_left_360,1,вынужденная,1,вынужденная
nine_hour_left_361,1,вынужденная,1,вынужденная
nine_hour_left_362,1,вынужденная,1,вынужденная
nine_hour_left_363,1,вынужденная,1,вынужденная
nine_hour_left_364,1,вынужденная,1,вынужденная
nine_hour_left_365,1,вынужденная,1,вынужденная
nine_hour_left_366,1,вынужденная,1,вынужденная
nine_hour_left_367,1,вынужденная,1,вынужденная
nine_hour_left_368,1,вынужденная,1,вынужденная
nine_hour_left_369,0,простой,1,вынужденная
nine_hour_left_370,0,простой,1,вынужденная
nine_hour_left_371,0,простой,1,вынужденная
nine_hour_left_372,0,простой,1,вынужденная
nine_hour_left_373,0,простой,1,вынужденная
nine_hour_left_374,0,простой,1,вынужденная
nine_hour_left_375,1,вынужденная,1,вынужденная
nine_hour_left_376,1,вынужденная,1,вынужденная
nine_hour_left_377,1,вынужденная,1,вынужденная
nine_hour_left_378,1,вынужденная,1,вынужденная
nine_hour_left_379,2,сварка,1,вынужденная
nine_hour_left_380,2,сварка,1,вынужденная
nine_hour_left_381,2,сварка,2,сварка
nine_hour_left_382,2,сварка,2,сварка
nine_hour_left_383,2,сварка,2,сварка
nine_hour_left_384,2,сварка,2,сварка
nine_hour_left_385,2,сварка,2,сварка
nine_hour_left_386,2,сварка,2,сварка
nine_hour_left_387,2,сварка,2,сварка
nine_hour_left_388,2,сварка,2,сварка
nine_hour_left_389,2,сварка,2,сварка
nine_hour_left_390,2,сварка,2,сварка
nine_hour_left_391,2,сварка,2,сварка
nine_hour_left_392,2,сварка,2,сварка
nine_hour_left_393,2,сварка,2,сварка
nine_hour_left_394,2,сварка,2,сварка
nine_hour_left_395,2,сварка,2,сварка
nine_hour_left_396,1,вынужденная,2,сварка
nine_hour_left_397,1,вынужденная,1,вынужденная
nine_hour_left_398,1,вынужденная,1,вынужденная
nine_hour_left_399,1,вынужденная,1,вынужденная
nine_hour_left_400,1,вынужденная,1,вынужденная
nine_hour_left_401,1,вынужденная,1,вынужденная
nine_hour_left_402,1,вынужденная,1,вынужденная
nine_hour_left_403,1,вынужденная,1,вынужденная
nine_hour_left_404,1,вынужденная,1,вынужденная
nine_hour_left_405,1,вынужденная,1,вынужденная
nine_hour_left_406,1,вынужденная,1,вынужденная
nine_hour_left_407,1,вынужденная,1,вынужденная
nine_hour_left_408,1,вынужденная,1,вынужденная
nine_hour_left_409,1,вынужденная,1,вынужденная
nine_hour_left_410,1,вынужденная,1,вынужденная
nine_hour_left_411,1,вынужденная,1,вынужденная
nine_hour_left_412,1,вынужденная,1,вынужденная
nine_hour_left_413,1,вынужденная,1,вынужденная
nine_hour_left_414,1,вынужденная,1,вынужденная
nine_hour_left_415,1,вынужденная,1,вынужденная
nine_hour_left_416,1,вынужденная,1,вынужденная
nine_hour_left_417,1,вынужденная,1,вынужденная
nine_hour_left_418,1,вынужденная,1,вынужденная
nine_hour_left_419,1,вынужденная,1,вынужденная
nine_hour_left_420,1,вынужденная,1,вынужденная
nine_hour_left_421,1,вынужденная,1,вынужденная
nine_hour_left_422,1,вынужденная,1,вынужденная
nine_hour_left_423,1,вынужденная,1,вынужденная
nine_hour_left_424,1,вынужденная,1,вынужденная
nine_hour_left_425,1,вынужденная,1,вынужденная
nine_hour_left_426,1,вынужденная,1,вынужденная
nine_hour_left_427,1,вынужденная,1,вынужденная
nine_hour_left_428,1,вынужденная,1,вынужденная
nine_hour_left_429,1,вынужденная,1,вынужденная
nine_hour_left_430,1,вынужденная,1,вынужденная
nine_hour_left_431,1,вынужденная,1,вынужденная
nine_hour_left_432,1,вынужденная,1,вынужденная
nine_hour_left_433,1,вынужденная,1,вынужденная
nine_hour_left_434,1,вынужденная,1,вынужденная
nine_hour_left_435,1,вынужденная,1,вынужденная
nine_hour_left_436,1,вынужденная,1,вынужденная
nine_hour_left_437,1,вынужденная,1,вынужденная
nine_hour_left_438,1,вынужденная,1,вынужденная
nine_hour_left_439,1,вынужденная,1,вынужденная
nine_hour_left_440,1,вынужденная,1,вынужденная
nine_hour_left_441,1,вынужденная,1,вынужденная
nine_hour_left_442,1,вынужденная,1,вынужденная
nine_hour_left_443,1,вынужденная,1,вынужденная
nine_hour_left_444,1,вынужденная,1,вынужденная
nine_hour_left_445,1,вынужденная,1,вынужденная
nine_hour_left_446,1,вынужденная,1,вынужденная
nine_hour_left_447,1,вынужденная,1,вынужденная
nine_hour_left_448,1,вынужденная,1,вынужденная
nine_hour_left_449,1,вынужденная,1,вынужденная
nine_hour_left_450,1,вынужденная,1,вынужденная
nine_hour_left_451,1,вынужденная,1,вынужденная
nine_hour_left_452,1,вынужденная,1,вынужденная
nine_hour_left_453,1,вынужденная,1,вынужденная
nine_hour_left_454,1,вынужденная,1,вынужденная
nine_hour_left_455,1,вынужденная,1,вынужденная
nine_hour_left_456,1,вынужденная,1,вынужденная
nine_hour_left_457,1,вынужденная,1,вынужденная
nine_hour_left_458,1,вынужденная,1,вынужденная
nine_hour_left_459,1,вынужденная,1,вынужденная
nine_hour_left_460,1,вынужденная,1,вынужденная
nine_hour_left_461,1,вынужденная,1,вынужденная
nine_hour_left_462,1,вынужденная,1,вынужденная
nine_hour_left_463,1,вынужденная,1,вынужденная
nine_hour_left_464,1,вынужденная,1,вынужденная
nine_hour_left_465,1,вынужденная,1,вынужденная
nine_hour_left_466,1,вынужденная,1,вынужденная
nine_hour_left_467,1,вынужденная,1,вынужденная
nine_hour_left_468,1,вынужденная,1,вынужденная
nine_hour_left_469,1,вынужденная,1,вынужденная
nine_hour_left_470,1,вынужденная,1,вынужденная
nine_hour_left_471,1,вынужденная,1,вынужденная
nine_hour_left_472,1,вынужденная,1,вынужденная
nine_hour_left_473,1,вынужденная,1,вынужденная
nine_hour_left_474,1,вынужденная,1,вынужденная
nine_hour_left_475,1,вынужденная,1,вынужденная
nine_hour_left_476,1,вынужденная,1,вынужденная
nine_hour_left_477,1,вынужденная,1,вынужденная
nine_hour_left_478,1,вынужденная,1,вынужденная
nine_hour_left_479,2,сварка,1,вынужденная
nine_hour_left_480,2,сварка,1,вынужденная
nine_hour_left_481,2,сварка,2,сварка
nine_hour_left_482,2,сварка,2,сварка
nine_hour_left_483,2,сварка,2,сварка
nine_hour_left_484,2,сварка,2,сварка
nine_hour_left_485,2,сварка,2,сварка
nine_hour_left_486,2,сварка,2,сварка
nine_hour_left_487,1,вынужденная,1,вынужденная
nine_hour_left_488,1,вынужденная,1,вынужденная
nine_hour_left_489,1,вынужденная,1,вынужденная
nine_hour_left_490,1,вынужденная,1,вынужденная
nine_hour_left_491,1,вынужденная,1,вынужденная
nine_hour_left_492,1,вынужденная,1,вынужденная
nine_hour_left_493,1,вынужденная,1,вынужденная
nine_hour_left_494,1,вынужденная,1,вынужденная
nine_hour_left_495,1,вынужденная,1,вынужденная
nine_hour_left_496,1,вынужденная,1,вынужденная
nine_hour_left_497,1,вынужденная,1,вынужденная
nine_hour_left_498,1,вынужденная,1,вынужденная
nine_hour_left_499,1,вынужденная,1,вынужденная
nine_hour_left_500,1,вынужденная,1,вынужденная
nine_hour_left_501,1,вынужденная,1,вынужденная
nine_hour_left_502,1,вынужденная,1,вынужденная
nine_hour_left_503,2,сварка,1,вынужденная
nine_hour_left_504,2,сварка,1,вынужденная
nine_hour_left_505,2,сварка,1,вынужденная
nine_hour_left_506,2,сварка,2,сварка
nine_hour_left_507,2,сварка,2,сварка
nine_hour_left_508,2,сварка,2,сварка
nine_hour_left_509,1,вынужденная,2,сварка
nine_hour_left_510,1,вынужденная,2,сварка
nine_hour_left_511,1,вынужденная,2,сварка
nine_hour_left_512,1,вынужденная,2,сварка
nine_hour_left_513,1,вынужденная,2,сварка
nine_hour_left_514,1,вынужденная,2,сварка
nine_hour_left_515,1,вынужденная,2,сварка
nine_hour_left_516,1,вынужденная,2,сварка
nine_hour_left_517,1,вынужденная,2,сварка
nine_hour_left_518,1,вынужденная,2,сварка
nine_hour_left_519,1,вынужденная,2,сварка
nine_hour_left_520,1,вынужденная,2,сварка
nine_hour_left_521,1,вынужденная,2,сварка
nine_hour_left_522,1,вынужденная,2,сварка
nine_hour_left_523,2,сварка,2,сварка
nine_hour_left_524,1,вынужденная,2,сварка
nine_hour_left_525,2,сварка,2,сварка
nine_hour_left_526,2,сварка,2,сварка
nine_hour_left_527,2,сварка,2,сварка
nine_hour_left_528,2,сварка,2,сварка
nine_hour_left_529,2,сварка,2,сварка
nine_hour_left_530,2,сварка,2,сварка
nine_hour_left_531,2,сварка,2,сварка
nine_hour_left_532,2,сварка,2,сварка
nine_hour_left_533,2,сварка,2,сварка
nine_hour_left_534,2,сварка,2,сварка
nine_hour_left_535,1,вынужденная,2,сварка
nine_hour_left_536,1,вынужденная,2,сварка
nine_hour_left_537,1,вынужденная,2,сварка
nine_hour_left_538,1,вынужденная,2,сварка
nine_hour_left_539,1,вынужденная,2,сварка
nine_hour_left_540,1,вынужденная,2,сварка
nine_hour_left_541,1,вынужденная,2,сварка
nine_hour_left_542,1,вынужденная,2,сварка
nine_hour_left_543,1,вынужденная,2,сварка
nine_hour_left_544,1,вынужденная,2,сварка
nine_hour_left_545,1,вынужденная,2,сварка
nine_hour_left_546,1,вынужденная,2,сварка
nine_hour_left_547,1,вынужденная,2,сварка
nine_hour_left_548,1,вынужденная,2,сварка
nine_hour_left_549,1,вынужденная,2,сварка
nine_hour_left_550,1,вынужденная,2,сварка
nine_hour_left_551,1,вынужденная,2,сварка
nine_hour_left_552,2,сварка,2,сварка
nine_hour_left_553,2,сварка,2,сварка
nine_hour_left_554,2,сварка,2,сварка
nine_hour_left_555,2,сварка,2,сварка
nine_hour_left_556,2,сварка,2,сварка
nine_hour_left_557,2,сварка,2,сварка
nine_hour_left_558,2,сварка,2,сварка
nine_hour_left_559,2,сварка,2,сварка
nine_hour_left_560,2,сварка,2,сварка
nine_hour_left_561,2,сварка,2,сварка
nine_hour_left_562,1,вынужденная,2,сварка
nine_hour_left_563,1,вынужденная,2,сварка
nine_hour_left_564,1,вынужденная,2,сварка
nine_hour_left_565,1,вынужденная,2,сварка
nine_hour_left_566,1,вынужденная,2,сварка
nine_hour_left_567,1,вынужденная,2,сварка
nine_hour_left_568,2,сварка,2,сварка
nine_hour_left_569,1,вынужденная,2,сварка
nine_hour_left_570,1,вынужденная,2,сварка
nine_hour_left_571,2,сварка,2,сварка
nine_hour_left_572,2,сварка,2,сварка
nine_hour_left_573,2,сварка,2,сварка
nine_hour_left_574,2,сварка,2,сварка
nine_hour_left_575,2,сварка,2,сварка
nine_hour_left_576,2,сварка,2,сварка
nine_hour_left_577,2,сварка,2,сварка
nine_hour_left_578,2,сварка,2,сварка
nine_hour_left_579,2,сварка,2,сварка
